Individual/SHOP,Exchange_Type,State,Issuer_Name,Issuer_ID,Is_Issuer_New_to_Exchange?(Yes_or_No),SADP_Only,Plan_ID,Plan_Type,QHP or SADP?,Metal_Level,URL_Claims_Payment_Policies,Issuer_Claims_Received_Out_of_Network,Issuer_Claims_Received_In_Network,Issuer_Claims_Denied_Out_of_Network,Issuer_Claims_Denied_In_Network,Issuer_Claims_Resubmitted_Out_of_Network,Issuer_Claims_Resubmitted_In_Network,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received_Out_of_Network,Plan_Number_Claims_Received_In_Network,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_In_Network,Plan_Number_Claims_Resubmitted_Out_of_Network,Plan_Number_Claims_Resubmitted_In_Network,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Due_To_Out_Of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached,Plan_Number_Claims_Denied_Due_To_Member_Not_Covered,Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce,Plan_Number_Claims_Denied_Due_To_Administrative_Reason,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Average Monthly Enrollment,Average Monthly Disenrollment,source_sheet,Issuer_Claims_Received_Out_of_Network_suppressed,Issuer_Claims_Received_In_Network_suppressed,Issuer_Claims_Denied_Out_of_Network_suppressed,Issuer_Claims_Denied_In_Network_suppressed,Issuer_Claims_Resubmitted_Out_of_Network_suppressed,Issuer_Claims_Resubmitted_In_Network_suppressed,Issuer_Internal_Appeals_Filed_suppressed,Issuer_Number_Internal_Appeals_Overturned_suppressed,Issuer_Percent_Internal_Appeals_Overturned_suppressed,Issuer_External_Appeals_Filed_suppressed,Issuer_Number_External_Appeals_Overturned_suppressed,Issuer_Percent_External_Appeals_Overturned_suppressed,Plan_Number_Claims_Received_Out_of_Network_suppressed,Plan_Number_Claims_Received_In_Network_suppressed,Plan_Number_Claims_Denied_Out_of_Network_suppressed,Plan_Number_Claims_Denied_In_Network_suppressed,Plan_Number_Claims_Resubmitted_Out_of_Network_suppressed,Plan_Number_Claims_Resubmitted_In_Network_suppressed,Plan_Number_Claims_Denied_Referral_Required_suppressed,Plan_Number_Claims_Denied_Due_To_Out_Of_Network_suppressed,Plan_Number_Claims_Denied_Services_Excluded_suppressed,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health_suppressed,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only_suppressed,Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached_suppressed,Plan_Number_Claims_Denied_Due_To_Member_Not_Covered_suppressed,Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce_suppressed,Plan_Number_Claims_Denied_Due_To_Administrative_Reason_suppressed,Plan_Number_Claims_Denied_Other_suppressed,Average Monthly Enrollment_suppressed,Average Monthly Disenrollment_suppressed,ml_prediction,ml_anomaly,ml_anomaly_score,final_anomaly,anomaly_type,severity,rule_anomaly,rule_name,rule_reason,rule_severity,explanation,likely_cause,recommended_fix
Individual,SPE,WV,CareSource West Virginia Co.,50328,No,No,50328WV0020023,HMO,QHP,Silver,https://www.caresource.com/wv/plans/marketplace/plan-documents/general-plan-information/,118295.0,843758.0,94227.0,198752.0,23577.0,102965.0,993.0,65.0,,54.0,17.0,31.48,2223.0,37792.0,1460.0,7306.0,270.0,3741.0,1094.0,1173.0,1373.0,0.0,0.0,490.0,1118.0,0.0,2701.0,2007.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15728&:refresh,66.0,,Ind_QHP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,0.1500001971335194,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,WV,CareSource West Virginia Co.,50328,No,No,50328WV0020024,HMO,QHP,Bronze,https://www.caresource.com/wv/plans/marketplace/plan-documents/general-plan-information/,118295.0,843758.0,94227.0,198752.0,23577.0,102965.0,993.0,65.0,,54.0,17.0,31.48,2348.0,35051.0,1562.0,6716.0,169.0,3811.0,904.0,1328.0,1102.0,0.0,0.0,493.0,1521.0,0.0,2868.0,1367.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15728&:refresh,83.0,15.0,Ind_QHP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.1498253300289224,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,WV,CareSource West Virginia Co.,50328,No,No,50328WV0020025,HMO,QHP,Silver,https://www.caresource.com/wv/plans/marketplace/plan-documents/general-plan-information/,118295.0,843758.0,94227.0,198752.0,23577.0,102965.0,993.0,65.0,,54.0,17.0,31.48,635.0,9270.0,400.0,1802.0,50.0,1187.0,285.0,376.0,286.0,0.0,0.0,144.0,326.0,0.0,638.0,539.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15728&:refresh,13.0,,Ind_QHP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,0.168793083757098,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,WV,CareSource West Virginia Co.,50328,No,No,50328WV0020031,HMO,QHP,Silver,https://www.caresource.com/wv/plans/marketplace/plan-documents/general-plan-information/,118295.0,843758.0,94227.0,198752.0,23577.0,102965.0,993.0,65.0,,54.0,17.0,31.48,330.0,4725.0,218.0,1170.0,31.0,624.0,230.0,108.0,261.0,0.0,0.0,92.0,188.0,0.0,410.0,244.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15728&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.170778392896611,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,WV,CareSource West Virginia Co.,50328,No,No,50328WV0020032,HMO,QHP,Gold,https://www.caresource.com/wv/plans/marketplace/plan-documents/general-plan-information/,118295.0,843758.0,94227.0,198752.0,23577.0,102965.0,993.0,65.0,,54.0,17.0,31.48,83.0,316.0,64.0,76.0,11.0,28.0,23.0,55.0,,0.0,0.0,,,0.0,48.0,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15728&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,False,0.1685230401935183,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,WV,CareSource West Virginia Co.,50328,No,No,50328WV0020034,HMO,QHP,Platinum,https://www.caresource.com/wv/plans/marketplace/plan-documents/general-plan-information/,118295.0,843758.0,94227.0,198752.0,23577.0,102965.0,993.0,65.0,,54.0,17.0,31.48,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15728&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1716631138359004,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,WV,CareSource West Virginia Co.,50328,No,No,50328WV0020035,HMO,QHP,Gold,https://www.caresource.com/wv/plans/marketplace/plan-documents/general-plan-information/,118295.0,843758.0,94227.0,198752.0,23577.0,102965.0,993.0,65.0,,54.0,17.0,31.48,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15728&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1716631138359004,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,WV,CareSource West Virginia Co.,50328,No,No,50328WV0020036,HMO,QHP,Silver,https://www.caresource.com/wv/plans/marketplace/plan-documents/general-plan-information/,118295.0,843758.0,94227.0,198752.0,23577.0,102965.0,993.0,65.0,,54.0,17.0,31.48,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15728&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1716631138359004,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,WV,CareSource West Virginia Co.,50328,No,No,50328WV0020038,HMO,QHP,Bronze,https://www.caresource.com/wv/plans/marketplace/plan-documents/general-plan-information/,118295.0,843758.0,94227.0,198752.0,23577.0,102965.0,993.0,65.0,,54.0,17.0,31.48,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15728&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1716631138359004,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1530022,HMO,QHP,Bronze,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,1705.0,23821.0,1331.0,6106.0,733.0,733.0,1974.0,0.0,134.0,396.0,35.0,,563.0,11.0,251.0,4499.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,75.0,11.0,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False,0.1344119070410675,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1530023,HMO,QHP,Bronze,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,1954.0,17827.0,1232.0,4253.0,748.0,748.0,1512.0,0.0,140.0,197.0,14.0,16.0,403.0,,214.0,3195.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,55.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,0.146591491620364,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1530025,HMO,QHP,Silver,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,1360.0,16440.0,907.0,4359.0,385.0,385.0,1478.0,0.0,147.0,275.0,39.0,,220.0,,209.0,3192.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,32.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,False,0.1542200362815087,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1530026,HMO,QHP,Gold,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,696.0,12800.0,427.0,3689.0,533.0,533.0,1028.0,0.0,75.0,248.0,21.0,,369.0,,228.0,2391.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,16.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,False,0.1567390943557995,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1530030,HMO,QHP,Silver,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,6081.0,57937.0,3338.0,15041.0,1420.0,1420.0,5315.0,0.0,541.0,989.0,97.0,13.0,857.0,12.0,1107.0,10497.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,136.0,20.0,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0.1038431370728794,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1530032,HMO,QHP,Bronze,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,2427.0,26208.0,1571.0,6416.0,798.0,798.0,2593.0,0.0,131.0,591.0,29.0,,403.0,,390.0,4458.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,68.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,False,0.1413408820613558,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1530035,HMO,QHP,Silver,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,3376.0,36404.0,1832.0,9974.0,849.0,849.0,4072.0,0.0,403.0,751.0,38.0,,792.0,13.0,307.0,6187.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,57.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,0.1240175353018117,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1530036,HMO,QHP,Gold,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,257.0,6330.0,210.0,1753.0,138.0,138.0,774.0,0.0,128.0,168.0,28.0,0.0,64.0,,54.0,942.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,False,0.1617756037182205,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1540001,HMO,QHP,Catastrophic,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1700588758064677,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1540002,HMO,QHP,Bronze,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1700588758064677,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1540003,HMO,QHP,Bronze,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1700588758064677,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1540004,HMO,QHP,Silver,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1700588758064677,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1540005,HMO,QHP,Silver,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1700588758064677,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1540006,HMO,QHP,Gold,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1700588758064677,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1540010,HMO,QHP,Bronze,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1700588758064677,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1540011,HMO,QHP,Silver,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1700588758064677,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1540012,HMO,QHP,Gold,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1700588758064677,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,SPE,OH,"Summa Insurance Company, Inc.",52664,No,No,52664OH1540013,HMO,QHP,Gold,https://www.summacare.com/insurance-basics/transparency-in-coverage,17856.0,197767.0,10848.0,51591.0,5604.0,5604.0,319.0,245.0,76.8,,,,,,,,,,,,,,,,,,,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,0.1700588758064677,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,MO,Medica Insurance Company,53461,No,No,53461MO0010013,EPO,QHP,Catastrophic,https://www.medica.com/transparency-in-coverage,15692.0,406622.0,12444.0,95180.0,3028.0,39580.0,208.0,100.0,48.08,0.0,0.0,0.0,48.0,1221.0,44.0,295.0,33.0,106.0,27.0,0.0,26.0,0.0,0.0,,97.0,0.0,221.0,,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,False,0.1726837103333054,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,MO,Medica Insurance Company,53461,No,No,53461MO0010029,EPO,QHP,Bronze,https://www.medica.com/transparency-in-coverage,15692.0,406622.0,12444.0,95180.0,3028.0,39580.0,208.0,100.0,48.08,0.0,0.0,0.0,179.0,5892.0,123.0,1380.0,43.0,418.0,82.0,0.0,157.0,0.0,0.0,62.0,194.0,0.0,1205.0,75.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,15.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,0.1751956031478405,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,MO,Medica Insurance Company,53461,No,No,53461MO0010041,EPO,QHP,Bronze,https://www.medica.com/transparency-in-coverage,15692.0,406622.0,12444.0,95180.0,3028.0,39580.0,208.0,100.0,48.08,0.0,0.0,0.0,491.0,17241.0,380.0,3778.0,121.0,1687.0,182.0,,433.0,0.0,0.0,152.0,786.0,0.0,3156.0,271.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,45.0,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,0.1656108841888389,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
Individual,FFE,MO,Medica Insurance Company,53461,No,No,53461MO0010045,EPO,QHP,Gold,https://www.medica.com/transparency-in-coverage,15692.0,406622.0,12444.0,95180.0,3028.0,39580.0,208.0,100.0,48.08,0.0,0.0,0.0,237.0,6329.0,154.0,1434.0,40.0,549.0,77.0,,257.0,0.0,0.0,58.0,254.0,0.0,1131.0,100.0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,,,Ind_QHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,False,0.1750602280409089,False,NORMAL,NORMAL,False,NONE,No rule violation detected,,No anomaly detected.,No immediate data-quality issue identified.,No action required.
